Comment,Label
nguyoh ae 2000 ngasi parkir 1000,2
jajal 10tahun kas tibake sdm e sek podo,0
ngurusi urusan sing gak urgent,2
gae latihan lurr bn iso mumpuni sdm e,0
ga ribet ga kerja,0
praktik korupsi selisih 63 jutaan,0
hospot aja ibukku bingung scan scan to miiin,2
ditertibkan tukang parking byk yg ga jlas dksh 1000 2000 2000 ga dikembalikan5000 jg,0
kakean rengkek min parkir 2000 ae bodo umek ae ngurusi kuii mbok tukang parkire djak ngurusi samlah sampah opo ditambahi pengahasilane ben karo nyapu ratan merwat bunga seng neng pinggur pinggir dalan kae gae wes enek patugase nyatane samlah yo sek numpuk neng endi endi,0
layo ngono mbokan moso parker motor 2k,1
agus yayat kecekel silop min,1
alhamdulilah semangat gak bayar eparking kalo baiklah lihat terimakasih waalaikumsalam,2
pas ono konser denny caknan karo mnc tv poro jukir iso gae ngredit motor ngertio difkir fkir sakjane yo mesakke dilain sisi greget yo lur,2
kadang rencana ngasih ribu trus tau ga dikembaliin malih ga hehehehe,0
sing durung kulina,2
bagus menghindari parkir liar bayar liar,0
eparking d pinggir jalan emang sulit g enak ruwet mending benerin lahan parkirnya biar jalur masuk jalur krn mudah dikerjain duluan tuh tahapannya masak mie didihkan airnya jgn langsung masukin mie nya lodoh,0
5000 jga pas acara nek sya yo maklum trah gowo mobil motor lempit yo gk kenek mas maaf hnya berpendat,2
poin pertanggung 3 gak berani tanggung pajak masuk akal,0
ribet blm terbiasa jukirnya ber umurjadinya gaptek,0
oo ponorogo yg kota reog ya daerah terkenal dng negeri balon nya,2
gak bismillah bisaaa,2
ntar terbiasa butuh,0
enek sing luweh sekedar e yo iku ora ngilang nek pas parkir teko pas arep mbayar,2
yuk yuuk,2
yo mugo ae la nk minimal 10mnit ngono yo gpopobareng 5mnit ae msok yo kon byr parkir ng surya bayar parkir ng kasir hdeh,0
tuku mainan neng boro2 parker 5000,2
pendapat ku apik lor mergo ben ora hasil dr prkir langsng disetor ne nge apbd ngo bangun2 op kono ben ponorogo luweh maju dlm segla,1
setujuu,1
ya kaboten setor jugakan jukir ndk indo kebanyakan berumurya kalo berumur sekolah ndak papa baca lha kalo dak sekolah ya kasian,2
blas ketoke min,1
biasane emg gt mas yaa tau ponorogo terobosan bayare pake qris,0
pakai uang tunai kak bayarnya,2
manual tech dadak gae noz barang,2
coba kalo full model kayak e toll top up saldo tp mudahnya gak ribet jujul hehe btw bayar via sopipaygopay gak,2
poneh montor dipapane ora agek didelehne wes diparani tukang parkir nyebrangne yo ora biangeten,0
masookk,1
watduuuuh ngono ya,2
parkir pakai digital petugas mengurangi jukir liar setuju berdasarkan perda 2024,0
watduuuh lha piye penake kak,0
iya sih piye ya kak bingungne terah gawa kanca wae kak kon nek motor,2
pendapatku tetep penak parkir gratis,2
jaman digital sdm ya upgrade tujuan pemkab modernisasi utk meminimalisir kebocoran pad bertambah,0
tukang parkir parah alun2 pilih parkir motor bayar 5000 opo ngaleh ra gelem ngalih o piye lo kiih,0
tiwas e parkir neng hos cokroaminoto mending e parkir e dikekne pasar legi lk luwih cocok,2
butuhnya cepat aturdisebrangin jukir keburu antri kerjaannya menata montor,0
alasannya emang jukir setor uang pemda gak sesuai target kemarin yg matok 15k mobil lebaran,2
wkwkwwkmlahan,1
gasssss,1
ribet penghasilan jukir berkurang drastis ayoo gas kemajuan eperkir aja,0
turu ae gak eparking males kerjo upah,0
parkir alon alon timur pizza hut 10 ribu 10 ribu kali brapa ratus mobil hasilnya ngerti dewe,2
alasanmu ae,1
mbayangne ae nek metu barang seng teko bareng tukang parkir e kiro polah e piye,0
mlampah wae nek mboten purun parkir ngono wae og bingung,2
huahuahuahahahaha,1
pelatihan,1
lha kadesnya gimana kak ndak info,0
iso jaman berkembang kabeh2 serba elektronik jd yo kudu adaptasi,1
semoga pengelola aplikasi dibayar kabur alasan korban dianggarkan,0
orang yg menolak kemajuan mengeluarkan alasan yg ribet susah,0
rodok bahaya lek iki,0
klo alasannya berkurangnya pad daerah pasang aja banner foto viralkan jukir yg karcis udah gitu aja jukir ketar ketir ribet pake elektronik,2
nek arep mbayar angsuran harian piye bos nek wis ngono kui,1
haha kandani kdg maune gk onok wayah arep ngalih muncul,0
jukir berkompeten cekatan cak cek,0
beh kaget,1
gelem natakne motor iso2 ngewei kerdus ben gak kepanasen motor e nek gur moro2 nagih duit tok gak gelem natakne motor yo enak temen kerjone,2
ak nang jepang min,0
byuh gapura ngendi ikidadi pilih manual eletronik no,0
mbok yo nng poper pisan kek i e parkingangger rono pas parkire ngalahno kota,2
alasan rumit mrk ngambilin uang parkir karcis resmi enak bener gada bedanya kang palak lanjutkan eparking,2
byuuuh giniya kene enek lho eneme padang,0
memper sulit tukang parkir tua,0
heheh enek sing berpendapat soale wayah ngurusi sing arep metu 2 sing siji urung kecandhak wis mlayu dhisik mungking ngono,2
lhaaa,1
la,1
lha kuwi sik uji coba lak sik hasil kayane,2
parkir diribetribet in,2
hla iyo lopo meneh jukir e sing tuwo contone bapakkupiye trus an,2
okai kak,1
gak pake parkir berlanggan pake stikermenolak e parking emange jalane mbah mu,2
laaaah ya tekan konoooo nele piye ta kih,0
semoga dibayar menggunung,1
ya allah,2
r ndwe e money,1
ya jukirnya sepuh wajar sih kalo bilang rimit,1
okaayy,1
ntar terbiasa butuh,0
ribet komen ndk msuknakal mending diam,0
peningkatannya yg nya masuk jukir tuh,0
simpel aja sih jalan bangun pemerintah ya apapun kegiatan diatas nya milik pemerintah sepenuh nya kejujuran transparansi,2
setuju banget lek diterapno gawe kebaikan,2
rakyat bayar pad pad,0
lanjutkan eparking nya,2
ngangge diamond mas,2
seribu brogua parkir mobil gua kasi 10ribu gua dikasi kembalian e kaburmending sistem langsung masuk kas daerah,0
sing tenang kak,2
regenerasi ae ga sihh,1
teknologi melebihi akal sehat 2023 ngurus surat2 nek kantor deso ae kon foto copy ektp kog parkir pake elektronic,2
laah tonggo ku ngono an,1
cocok,2
kalo pake motor mending bawa masuk gang ae kalo pake mobil ya resikonya parkir diliat gang,0
setujjuuuu polll drpada baku hantam trus kro tukang parkirpas teko g enek sg nyambut pas arep muleh tukang parkir pdo kruyuk teko kyo laronn,0
tuku alat modern jalanan berlubang nambal gak,0
semangatt,1
lanjutkan eparkingsampek berlaku tenanan pokokemengurangi parkir ilegalangger mandek endi enggon kenek parkir motor 2kbasamu wes nompo duite ditinggal ngalihmboko ditulisane motor 1ktetep dikon mbayar 2k,1
dijajal,1
sing muni rumat rumit dicutik ae suwen,1
sing dek mben nggremeng parkir larangkui lo ws kabulne ben reti nek parkir gur sewu,2
wkwkwk parkir e akeh yo adek lahan parkir piye masuk ra,0
lhadalaa,1
truspajak meningkat fasilitas meningkat jg nggih,0
aq eling ngono pegel ae bos wes susu gk kelangan bayar parkir kono kene,0
jenenge belajar ki yo alon2 urung2 wis sambat,1
diatur gimana hemmm,1
pelatihan,1
alun alun ya d kasih e parkir,2
waah,1
ben,1
mugo2 alat eparkir kui iso setting parkir 10 menit gratiskejadian koyo awakmu ben ora terulang,0
umpama blonjone neng kono masgeg gowoo mobil trus parkir ngendi,2
awakmu tim kak manual elektronik,0
yoo diomongii aturane 1000 lo nek gak ngnu karo muleh butuhw diwei 5000 masaku ket jaman disek yo tekan 5000 parkire,0
ayok mas solo digae ngunu,2
rumit cuan nya 2kmotor skrng 1kmotor,0
lho emang yg bener parkir karcisnya karcis nggak pas parkir lha duit gelap,2
bolak minn,1
gt bro mksd q ak kalo mtor dikasih 2rb diem aja pdhal dtmpat 1rb diem klo 2rb ad yg ngasih kmbalian kyk gak ikhlas gt lho berasa dipalak ajakalo setuju tarif aja yg dipinggir jalan,2
weh cash bon,2
dpn sebrang pizzahut pernh parkirmobil 10 rb g disusuki,1
maar nih melenceng topik info obat penghilang strechmark,0
emmm no komen mbk nopo nolak,0
sing nek parkir mobil gede opo truk yo pikir kancane no ben ora ngebek i dalan ngono kae,2
setoran e sesuai dishub ta e,1
ng alunalun 3k,1
la aq karo anakq lo bos pdhl ankq numpak ng motor mlh ng surya byr parkir e ng kasir hdeh parah,0
wih 13471 selisih pinten niku,0
kak pasange,1
helih lagek iki isuk enek acara tk ning alon2 motor ditarik 3000tak lokne mung mesam mesem jukir e nemen lak golek bathiii,0
garis bawahi tebali mengurangi penghasilan ya klo niat pakai eparking mbok iyo to jukir bimtek latih ben gak bingung,2
wealah sih ngendi nek ngopi ya karo kowe ora,2
arep tuku klambi ning ninetynine tp ora enek sg digoleki metu sek bayar parkir,0
kalo pakek eparking kena brpa permotor,0
pemerintah yo kudu ngomongi tukang parkire kerjone ojo mung nompo duite tok njogo lan merapikan kendaraan sing tenanan lan ngarahne kendaraan sing arep mlebu metu,2
lucu,2
setujuopo meneh sing gaene blojo bahan kadang toko satune kosong pindah toko liyanesik kas sak nyuk an ae parkir barang sing goleki durung,2
pakai tas biar gampang bawa nya,0
etil ae mbalik manualkok njajal liyane,1
lohla ra byr ki pydg eparkirmungkin lbh trtib lagilak bayar 2000 yo 2000krn wis dideteksi ama mesin tsbmungkin lo ya,2
ribet sg ribet kw kui wg djak penak kg angel negoro kog arep maju djak pnak ae modelan ngene ki sg garai ra maju2,0
gk ribet nih min jal lek ruame,0
ribet cuk,0
asli br 3 pindah ktp dsni sprtinya org pasrah2 sajaini udh bertahun2 gada perubahan sm,2
emang beneran ampuh nih mba udah bpom mba nihh,1
tp nek gonq seikhlase minimal sesuai perda tp jg ngono podo kesadarane seikhlase podo abotmalahan motor 5rb nang seputaran alunpodo gelem,0
ribet opo emang moh belajar padene ben mbalik manual meneh,0
rumit tp ga masuk kantong ya jukir kasih karcis parkir,0
koment ter cakeeep,1
tau lali nggone ngendi lur sing kaya ngono wi,0
semangat perubahan,2
iyaa iya mba bpom ampuh nih strechmark bekas lahiran hilang memudar pakai produk,2
hmmhehe pokok ora jotos jotosan,0
weh piye ta e ditokne dhewe,0
protes kesusahan pakai alat elektronik yasudah biar diganti anak anak muda lulusan menganggur,0
aq bolone tukang parkir,0
tau ngerti to duit 2000 2 ne dicoret dadi 3000,0
ndaraku ya ngono,2
sing durung kulina penak e parking,2
ribet blm terbiasa jukirnya ber umurjadinya gaptek,0
ngene jane ya masuk wae lur ya piye jare jalarane merga enek sing ngenthol barang ki komen dhuwur kunu gari gelem tertib tarife ora,2
kalo acara 5k kaum pelajar keberatan,2
jukire sepuh,0
wealah susah,0
kesel ngangkutingko biaya nehtukang angkut2,0
bahu jalan parkir ya gak tertibkan garis sepadan jalan fasilitas parkir klo bahu jalan seakan uangnya fasilitasnya gak parkir jualan fasilitas tolong plisss pad sejalan peraturan,2
disuruh pergi,0
y tukang parkir nolak y setorkan hasil beda,1
wajar sehari tau berkelanjutan efek kedepannya,0
memudahkan orang cashless,2
lanjutkan e parkir  biar pad,1
diharapkan hal gaji lelucon dituntut serba canggih kaya kaya miskin menderita umr seimbang gaji paspasan benar capek capek mencari kerja sedih gaji ratarata semangat pejuang rupiah,0
semangat perubahan,2
wealah ngono digenahne,1
lahan kususne kota lahane kusus rodok angelkakean omah dllgelem py parkir ombo neng lapangan kodimtrs acarane neng alun2,2
sik urung parkir,0
kono kono aturen ra mangan gapuro,1
bisanya bantu doa pakai lektronik semoga upah tukang parkir disesuaikan gak agal pas pakai karcis,0
penghasilan berkurangpernah parkir motor salah ruas jalan hos cokroaminotosaya kasih 5ribuankok dijujuli 2000 aq yo nge gas tosejak parkir montor malih 3000 trus mbi jukir e dijujuli 3000 alasane salah ndudut duit,0
piye carane kuwi sing zuzah,2
oh iyo ben macak kegawe anggaran e,1
sdm rendah coba kaya gitu,0
berdasarkan keputusan gubernur jawa timur nomor 188889kpts0132022 upah minimum kabupatenkota jawa timur 2023 upah minimum kabupaten ponorogo 2023 rp214970945 akeh bayaran sg sak ngisore iku biaya hidup e ng ponorogo jan tenan fasilitas sih apik yo iku pendapatan masyarakat e ben iso munggah iku kudu wehi solusi sek moco enek komen sg kecepeten 10 setuju iku inarat ne buta map,0
mugo2 dudu mung alesan nek penghasile berkurang gara2 setoran e neng dishub akeh wkwkwk,2
nyekel parkir daerah ngendi mas,2
seng dibayar teng dishub niku nggeh sampun target kaleh kantor e lo mas ng setoran e mawon nggeh golek i e wonge mas,2
aneh e,1
mergone nek parkir eletronik kertase ora iso dirubah 2000 3000,0
keburu macet,0
digaji rakyat difasilitasi mewah rakyat bekerjalah melayani rakyat permudahlah urusan rakyat kemampuan dimiliki teknologi canggih sesuaikanlah gaji fasilitas pejabat nikmati kemudahan fasilitas rakyat mudah adil semua,2
banaya piye kak,0
lek raiso gawe alataplikasi ne ganti sg enom kualitas sdm updated,2
tp nek gonq seikhlase bos yg minimal sesuai perda yg berlakumanualklo gone erepane pean gmn bos,2
masyarakat ora menolak jukir tok sing nolak,0
desa nya pungli pakini heran jalan masuk desa2 yg semen kerumah aja yg belom,0
parkir neng etan alon ki maeng dijaluki 2000 sikan min,2
setuju bang,2
motor diwalik e ora,0
bagusan e parkir dana yg masuk maksimal tp klau lhat tren pemerintah uang2 dr pendapatan pajak rawan d oknum2 jd aja intinya uang nya gak tau kmana,0
2000pyakeh kae sing 500010000,2
jukirnya training,1
eh sik sik pengahasilane yabukane wes digaji to minkok paham ak,1
barang opo wi,1
wkwk berharap parikir motor ponorogo jawa timur 1000 amin,2
penak nk parkir ra sah bayartrus jukire digaji pemerintah ngono,2
coba kalo full model kayak e toll top up saldo tp mudahnya gak ribet jujul hehe btw bayar via sopipaygopay gak,2
halah dalan ombo digae sak arah mbasan wes sak arah mek gae parkerr marai macet tok,0
kayane ya wis diwenehi lur ya butuh penyesuaian ya muga muga isa lancar,2
nek wes akeh hasile tulung ojo korup,0
oke siaaap ngono tertib,2
data lengkapnya min,0
ono ono wae saiki peraturan anyr dadak e parkir,2
malih dadi selebgram ngene tibake,1
e parkingo yo tetep mbayar mas marai ya iku lo mas fikirane bedo bedo mas pomokno tok a b c d sampek z urung temu bajune yo tetep bayar 1000 peng intine dilempit mawon mas kendraane,0
okeee awakmu tim elektronik ya kak ben tertib ya,2
ketok e gawe kartu sih koyo mlebu nek tol,1
setuju,2
mening iki minjelas piro2 ne tarife la mso diweii sewu lambene mecocong ae,1
manual,1
rakyat kantong pegawai pajak,2
kyk gak ikhlas gt ya terkesan maksa kyk maling kalo bca kasih 2rb dikasih kembalian 1rb kalo ditempat sekitaran hos cokroaminoto gak dikasih kembalian daerah balong dikasih 2rb jg ga dikasih kembalian,2
rubicon,1
gak enak langsung jukir,2
parkir kemarin masjid alon2 acara senam paud 5k tdk karcis parkir,2
rekayasa lalin kayane ya enek acara ning jalan alun alun sih lor iku ben lancar ngono,2
kampungan,0
lhaa ndalahpodo sek ngenes awakmu wae parkir mobil ning ngarep pendopo ditarik 2000gek blas karcis ngono kui piye jal indonesia arep dijak maju angel to mbalek maneh nang sdm,0
berpendapat,1
penak eparkir pengalamanku bayar sesuai aturan kenek plilikan mripate tukang parkir ngono ngueece karo ngguyuarep taat aturan susyah tenan,2
terwakilkan twrnyata,1
jaman pasar malem wingiparkir ditekok i byar pinten paksak ikhlas e mboso diwei rongewu lek ngomng jane telungewu lo mbk,2
piye pek,0
jajal sek ae mas mengko kenek dikaji meneh cocok opo orane metode parkir ngono iku,0
lha iku ngoperasikan alate iku sing dicekel iku lho,2
wealah jare arep dadi taman mall pelayanan public arep dadi parkiran saikilika liku pasar lanang,2
alhamdulilah semoga parkir alfa indomaret,2
ponorogo hebat,1
ngakak,0
lanjutkannnn,1
halah berhenti diterapkan,0
sepemikiran request diluar nalar bmkg,1
purwokerto banyumas parkir motor esih 1000,2
iya sih ya tau og golek barang ndak ya kudu shodaqoh sing sabar kak ben lancar rejekine,2
bagus positif,2
kalo alesan ribet ya belajar kalo gak ribet ya ganti pekerjaan gantiin kerja,2
koyo tau ra asing seng numpak montor kui,0
laiyoo mayan ya 5 ewu kenek gawe tuku jus opo pentol goreng wkwkw,2
sek proses luurr jenenge perubahan jaman kabeh kudu beradaptasi eparkir sy setuju disatu sisi muaranya tdk pengentolan harga parkir,2
jukir setornya dinas perhubungan bulandan dipatok tarif setornyacara ngentitnya gimana ya mbak,2
lanjutkan,2
joss biar ngga dipalakin parkir liar,0
setujuuu pollllll ndue rm yoan tukang parkirku gae ne ngentit jamin parkir pinggir dalan yo ngnoo wajib eparking,0
nek bayare tunai tetep panggah isaw up,2
iyass,1
mengurangi penghasilan ketoro jukir nakal,0
wis ora melu saiki sing ngurusi kancane roy karo anak buahe agus yayat,0
mas merka lahan yo mengupkan biaya parkir lo contoh raya poper luwes pcc lahan ya aji mumpung intinya smga dilncarkan riskinya sedekah parkir 1000 rupiah diwehne ngan ngnu diwei 1000 sek nesu parkir 2000 ora mbok wei susuk mesti muni matursuwun opo meneh seng mbok wei mbah mbah tuwk mesti ditambah ngantos ngatos mas mbak,0
jajal parkir online aah,0
hooh parkiran enek 2 panggon siji dicekel kancane roy sijine dicekel anak buahe gawane agus,0
rumit parkir pakai sistem elektronik urus korupsi yg 2 parkir 2000 motor mobil 50 000,0
kesepakatane podo nolak la ngene akhire,1
nya pindah negara gimana,0
kadang suka heran kokkota bingung memperlebar jalan klo bingung mempersempit jalanente kadang2 ya,2
tu klo ga ditindak lanjutin ga adil,2
ikhlas gag ikhlastp kejujuran perda dah ngatur tarif parkir tukang parkir dikasi 10ribu gag ngasi kembalian elektronik kerja sesuai sop yg,2
biasanenek uji coba iku bakale evaluasi formalitas negri konoha biasane ngunu,2
salfok karo tulisan parkir penitipan trus nk motore ilang karcis parkire gratis,1
minn menawii dirimu ngerti dalan ngarep omahku kokk wenehi plang e dishub kiro2 opo selawase yaa minn lokasi rsu muhammadiyah tambak bayan ngulon minn,0
parkir nang ngarep latansa duit 10rb arep ora disusukiduit e lebokne kantong lsgdikiro kene ra ngerti pd etok2 berpaling mukamboso dienteni duit etok2 digoleki seng 10rbdelalah nang tumbukan duite enek 10rbdi iya i wae trs agi disusuki,0
enak e parkir aja tukang parkir yg ga ngapa in ehh uang wkwk,2
bayare tetep gae tunai min,2
kalo persulit permudah auk ah elap,1
sistemnya enak dikasih ribu trus langsung gas,2
jajal admine moro gawe video singkat pembayaran e parking ben kabeh ruh,0
pensiun,0
bayar pakek gopaydana opo sopipay,0
sabar mbak ben dibales si ng nduwur,2
rumit tpi penghasilan meraka berkurang,0
bayare pake opo min tf opo pake emoney,1
nyuwun sewu parkir pinggir jalan kados jalan hos niku tarif bayare pinten geh sakniki tirose enten sing roda 2 2000 roda 4 5000 nopo leres soale nembe dek wingi pas badene parkir mboten enten sing mapakne moso bade wasul langsung diparani gek bayar 5000 biasane disusuk i 2000 mboten nggeh leres menawi eparking dipun terap aken damel antisipasi pungli jukir meniko,2
ewarteg gk enek to min,0
mesti lek gae aturan mendadak dadi keteteran opo meneh tuek umur 50th wes gak nutut,0
oh iya yg pake qris jakarta semoga aja ponorogo pake qris,2
iya eparking aja karna lbih tertib ga marai emosi soale marai emosi jukir sg diwei 1000 tpi ra gelem nampani mekso kon 2rb sdangkan disaat ra enek duit receh eparking emng butuh sosialisasi penggunaan seiring brjalannya terbiasa,0
mugo ae nek khilangan tmpt parkir ganti 100 hehe,2
wkwkwkwk,1
terobosan hebat alhamdulillah kota ide brillian tinggal kota dimana salah kota perasaan sejengkal tanah tukang parkir sampaisampai beli barang sepele aja ngga kebeli krn uang berkurang bayar parkir sanasini ngga setor pemerintah jujur motor hilang ngga ganti uang parkir utk kepentingan pribadi utk pengusaan lahan parkir jualbelinya nyampe ratusan juta milyaran hilangkan tukang parkir manual menjadijadi ganti dg eparkir uangnya utk menambah blt masyarakat miskin kasih cangkul sabit barokah parkir menyusahkan masyarakat parkir manual membantu masyarakat arah premanisme,0
nice,2
tukang parkir sing ra enek karcise 2k trus ra gelem noto ruh ruh nagih auto ketar ketir,0
bernasib karo etilang,1
alah gabisa korup kalo pake eparkir,0
sipp maju,1
jalannya parkir telortoarnya jualanmantap,2
maleh gk minat dolan rno min,2
oke awakmu tim elektronik ya kak alesane kak,2
mbok ngnoooo ben parkir motor gak 2rb,2
wes ketebak endinge,1
setujuuuu,1
yo jukire wae seng ganti,1
nyuen nyuen i lakon,0
okeeeee,1
iya mba bpom ampuh strechmark bekas lahiran hilang memudar pakai produk,2
rumit kali ytta,0
weh ngono ya kak,2
mbok ngono ojo bawa uang banyak2 mbk in 2ribu aja,0
rumit ga masuk kantong,0
sip lanjutkan,2
iki lo min seng gaene parkir ng sekolah lek mbayar mbenjeng mbenjeng ae,2
sisan dalane raya didandani kecamatan pelosok,0
alasan wae,1
payung ngarepe smp6 kae iso nganti dicem,1
diajari penggunaan alat elektronik parking tp diajari parkir kendaraan yg,2
parkir pcc aja dikelola ketiga,2
alasan knapa muales lak kon metu2 mandek pirang nggon parkir e wes muni po mneh lak tmpat e rame saiki rata2 3k,2
penak eparkir bayare parkir murah min,2
blm prnah liat sistem parkiran mall kah,0
ribet ceperan ne,0
menolak penghasilannya gak kelong akeh,0
menuntut gaji umk ponorogo menuntut pembekalan sop diperhatikan gaji umk ga sesuai sop,0
po yo iso dikontrol nek manual wkwkwk,2
alhamdullilah ponorogo maju mending kasih uang 2000 kasih kembalian,2
lanjutkannnn,1
up,1
dana bocor korupsi duwuran,0
enak eparking,2
okeee awakmu tim manual ya lur,1
kasihan jukir tua ga paham aplikasinya,0
la ngono kwi mbayare pie moso ws gae alat kyo dc mbayare sik manualyo podo ae boong dongsak ora2ne gae kertu,0
ebes melbu ig coy,1
seksek alesane ribet oke masuk akal tp nek penghasilan menurun aneh ya maleh,0
ebesss,1
keliatan punglinya sblm eparking pad 71jt eparking 134 juta oknum pejabat ae sing seneng duit panas kebanyakan jukir senengan e pungli makane diterapkan eparking menolak ketar ketir pemasukan menurun mergo wes gaiso pungli neh sing jukir nakal,2
wes kono lurr piye karepe,0
arep komen bak e ws enek sng muni,0
pake emoney aja tinggal tap gitu enak pakai qr code,1
pie ale ngentit mas la jukir iku ya ya bayar setoran ndek dishub lo,2
kebnyakan tukang parkir ponorogo masuk toko tukang parkirjalan d parkir nya makan jalan separo,0
ribet eparking mending kasih fasilitas lahan khusus parkir biar gak parkir dipinggir jalan yg solutif gituloo,0
minkalau lapor ttg pembangunan jalan didesa gmna ya minsaya tinggal sawoo desa aja yg gak bangun jalan nya desa dbangun,2
jukir jenenge berek ngasi bingung kwi lodiwarai ngasi isa,1
penak sing ndi jane kih,2
lari duluan gimana,0
siji ae min lek iso samsat kae gratis parkir e,2
seng sabar ya jukir,2
juru parkir sing meresahkan yoiku bayar 2 ribu gak disusuki bayar sewu gak diseberangne sakjane aturan parkir terbaru piro ya,2
sek durung terbiasa suwe2 karek merem iso,2
jane yo ngono karepku yo asline gk onok gunane parkir yo mapakne dw pas arep ngalih jaluk duit,2
ya edukasi ae titik ribet te ae lek wes berlajalan sistem e yo mempermudah e,0
mikir gawe alat kui mbok mikir nang engon parkir sing luas ura nang pinggir dalan kiwo tengen garai sempit dalane wes kelongi kanggo trotoar sakmno ombone yo gone parkir sik ng pinggir dalan pok ae to yo yo macet,0
aq pilih elektronik ae min wis males ngadepi jukir sg diwei sewu ditampani diwei rongewu ra dijujuli ayo dishub galakkan eparkir aja,0
moborobo parkir mobil ja ditarik 5000,2
wkwkwkwk tau arep baku hantam,0
chuaks,1
kenal karo sing ndi,2
pokok padamu pakbu semerintah arep digawe pie ae sing ngene iki ttep manot,2
luweh ikhlas duit sewu rongewu nggeh kang parkir tinimbang diakali nduwuran sing eneeeng ae carane gawe proposal alat eparkir ben amrih cair dana ne,2
njaluk pemimpin e ora korupsi rakyate dewe hobine yo korupsi,0
mlebu toilet gekne engising,1
